MeterIdentifier,AccountNumber,AccountSubNumber,AccountRate,Multiplier,LocationNumber,MeterPosition,ReadLogDate,ReadValue,ReadDate,UOM,CISCycleIdentifier
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.072,3/15/2026 4:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.058,3/15/2026 4:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.06,3/15/2026 5:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.091,3/15/2026 5:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.086,3/15/2026 5:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.076,3/15/2026 5:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.059,3/15/2026 6:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.086,3/15/2026 6:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.088,3/15/2026 6:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.144,3/15/2026 6:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.086,3/15/2026 7:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.098,3/15/2026 7:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.088,3/15/2026 7:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.069,3/15/2026 7:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.301,3/15/2026 8:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.438,3/15/2026 8:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.127,3/15/2026 8:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.064,3/15/2026 8:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.067,3/15/2026 9:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.11,3/15/2026 9:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.068,3/15/2026 9:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.047,3/15/2026 9:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.046,3/15/2026 10:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.075,3/15/2026 10:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.04,3/15/2026 10:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.033,3/15/2026 10:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.049,3/15/2026 11:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.064,3/15/2026 11:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.028,3/15/2026 11:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.03,3/15/2026 11:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.044,3/15/2026 12:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.07,3/15/2026 12:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.044,3/15/2026 12:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.06,3/15/2026 12:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.056,3/15/2026 13:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.067,3/15/2026 13:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.049,3/15/2026 13:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.027,3/15/2026 13:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.032,3/15/2026 14:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.061,3/15/2026 14:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.063,3/15/2026 14:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.045,3/15/2026 14:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.037,3/15/2026 15:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.067,3/15/2026 15:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.051,3/15/2026 15:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.04,3/15/2026 15:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.041,3/15/2026 16:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.09,3/15/2026 16:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.069,3/15/2026 16:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.048,3/15/2026 16:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.051,3/15/2026 17:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.081,3/15/2026 17:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.061,3/15/2026 17:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.052,3/15/2026 17:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.07,3/15/2026 18:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.102,3/15/2026 18:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.071,3/15/2026 18:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.055,3/15/2026 18:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.055,3/15/2026 19:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.085,3/15/2026 19:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.075,3/15/2026 19:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.074,3/15/2026 19:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.076,3/15/2026 20:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.087,3/15/2026 20:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.075,3/15/2026 20:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.059,3/15/2026 20:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.089,3/15/2026 21:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.11,3/15/2026 21:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.2,3/15/2026 21:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.163,3/15/2026 21:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,0.2,3/15/2026 22:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,1.156,3/15/2026 22:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,2.543,3/15/2026 22:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,2.851,3/15/2026 22:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,2.534,3/15/2026 23:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,2.589,3/15/2026 23:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,2.561,3/15/2026 23:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,2.517,3/15/2026 23:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/15/2026 0:00,2.527,3/16/2026 0:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.552,3/16/2026 0:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.548,3/16/2026 0:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.521,3/16/2026 0:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.527,3/16/2026 1:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 1:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 1:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 1:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 2:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 2:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 2:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 2:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 3:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.521,3/16/2026 3:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.489,3/16/2026 3:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.486,3/16/2026 3:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.503,3/16/2026 4:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.518,3/16/2026 4:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.501,3/16/2026 4:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.215,3/16/2026 4:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.079,3/16/2026 5:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.093,3/16/2026 5:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.066,3/16/2026 5:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.062,3/16/2026 5:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.078,3/16/2026 6:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.103,3/16/2026 6:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.085,3/16/2026 6:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.067,3/16/2026 6:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.073,3/16/2026 7:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.093,3/16/2026 7:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.067,3/16/2026 7:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.06,3/16/2026 7:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.082,3/16/2026 8:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.397,3/16/2026 8:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.283,3/16/2026 8:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.23,3/16/2026 8:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.095,3/16/2026 9:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.11,3/16/2026 9:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.073,3/16/2026 9:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.051,3/16/2026 9:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.08,3/16/2026 10:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.102,3/16/2026 10:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.062,3/16/2026 10:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.046,3/16/2026 10:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.065,3/16/2026 11:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.079,3/16/2026 11:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.05,3/16/2026 11:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.062,3/16/2026 11:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.086,3/16/2026 12:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.088,3/16/2026 12:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.053,3/16/2026 12:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.052,3/16/2026 12:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.058,3/16/2026 13:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.08,3/16/2026 13:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.058,3/16/2026 13:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.058,3/16/2026 13:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.396,3/16/2026 14:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.154,3/16/2026 14:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.189,3/16/2026 14:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.171,3/16/2026 14:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.1,3/16/2026 15:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.327,3/16/2026 15:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.29,3/16/2026 15:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.252,3/16/2026 15:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.177,3/16/2026 16:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.09,3/16/2026 16:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.059,3/16/2026 16:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.08,3/16/2026 16:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.204,3/16/2026 17:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.218,3/16/2026 17:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.241,3/16/2026 17:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.132,3/16/2026 17:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.136,3/16/2026 18:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 18:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 18:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 18:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 19:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 19:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 19:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 19:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0,3/16/2026 20:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.113,3/16/2026 20:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.393,3/16/2026 20:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.551,3/16/2026 20:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.58,3/16/2026 21:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.678,3/16/2026 21:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.642,3/16/2026 21:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.607,3/16/2026 21:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.551,3/16/2026 22:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.526,3/16/2026 22:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,2.506,3/16/2026 22:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.533,3/16/2026 22:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.08,3/16/2026 23:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.083,3/16/2026 23:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.095,3/16/2026 23:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.081,3/16/2026 23:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/16/2026 0:00,0.06,3/17/2026 0:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.067,3/17/2026 0:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.091,3/17/2026 0:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.063,3/17/2026 0:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.074,3/17/2026 1:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0,3/17/2026 1:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0,3/17/2026 1:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0,3/17/2026 1:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0,3/17/2026 2:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0,3/17/2026 2:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0,3/17/2026 2:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0,3/17/2026 2:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0,3/17/2026 3:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.081,3/17/2026 3:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.059,3/17/2026 3:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.076,3/17/2026 3:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.084,3/17/2026 4:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.059,3/17/2026 4:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.06,3/17/2026 4:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.1,3/17/2026 4:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.085,3/17/2026 5:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.062,3/17/2026 5:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.077,3/17/2026 5:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.082,3/17/2026 5:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.058,3/17/2026 6:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.061,3/17/2026 6:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.089,3/17/2026 6:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.091,3/17/2026 6:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.074,3/17/2026 7:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.066,3/17/2026 7:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.091,3/17/2026 7:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.099,3/17/2026 7:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.246,3/17/2026 8:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.484,3/17/2026 8:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.267,3/17/2026 8:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.147,3/17/2026 8:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.117,3/17/2026 9:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.074,3/17/2026 9:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.082,3/17/2026 9:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.05,3/17/2026 9:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.056,3/17/2026 10:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.079,3/17/2026 10:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.056,3/17/2026 10:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.038,3/17/2026 10:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.058,3/17/2026 11:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.025,3/17/2026 11:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.026,3/17/2026 11:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.065,3/17/2026 11:45,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.054,3/17/2026 12:00,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.059,3/17/2026 12:15,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.058,3/17/2026 12:30,KWH,1
142856004,216362,1,108,1,184721,NULL,3/17/2026 0:00,0.073,3/17/2026 12:45,KWH,1
